chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona,guid
Notebook,8,Win10,2,3,Low-End Graphics Cards,14,m3-6Y30,Casual Gamer,052b29ba49934d28a88ac4709952816b
Notebook,8,Win10,2,0,Low-Midrange Graphics Cards,14,i3-7020U,Office/Productivity,08f30b5806e04565ae79c74bb6e94fc8
Notebook,8,Win10,4,0,,10,i5-1035G1,Casual User,05b168c1b7004839a1e9bf261fcd458f
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3470,Web User,03bef38da27b4c8bb035267ebc74e4c7
2 in 1,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Web User,055ce60f227548868b411e561268cfc9
Desktop,32,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Web User,08f1e9a18004414d94eabdb15fe7d64e
Desktop,16,Win10,4,6,Low-End Graphics Cards,32,i7-2700K,Casual User,0de5dc4f5edf48b792236ad91c5d3c9a
Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E7500,Office/Productivity,3b9188794d124d8fb8cf340001d79a2a
Notebook,8,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,1f7f3e32824349c1ba7e5d8dd39e7b43
Desktop,12,Win10,4,4,Low-Midrange Graphics Cards,22,i5-4460,Office/Productivity,c806a15661e14d02957117748cd3f83e
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i5-4670K,Casual Gamer,8e90353b8ce84b838ea7062015d6ec92
Notebook,16,Win10,4,4,Low-End Graphics Cards,22,i7-4720HQ,Casual Gamer,063c7af6ee9d46d3b4149c76bbebb7d4
Notebook,12,Win10,4,6,Low-End Graphics Cards,22,i7-3632QM,Casual User,421f035339fa4e3f92e73349b836eafd
Desktop,16,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2120T,Entertainment,b8a855b54abf4bb1860e87512a59b3c3
Notebook,16,Win10,4,6,Mid-Range Graphics Cards,22,i7-4750HQ,Web User,a2ad2d828e054cd1aee3a6d2475f4cd1
Desktop,16,Win10,4,6,High-End Graphics Cards,22,i5-4670K,Gamer,db14cb35c6174a079f0fba329aad2a22
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,32,i7-2600,Casual User,e2acd7ab3d5549d9a39157b4ec1eec67
Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i3-3110M,Web User,cea9fddfb74c4bb9b276912a1443d934
Desktop,32,Win10,6,0,Low-Midrange Graphics Cards,14,i5-9400,Web User,d098ca1c182247c0bfba0a26a6cf5ce9
Desktop,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8700T,Gamer,c631c0e21c904f38b4e819354b0d2e90
Desktop,8,Win10,2,-1,Low-End Graphics Cards,90,i3-540,Content Creator/IT,fa0a80c3c55c435d897d54be5fcdd265
Desktop,16,Win10,4,6,,22,i7-4770K,Web User,e8b979da21ab423698bffcb6fa0f5645
Intel NUC/STK,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8809G,Casual User,013a386ed695497ea252c18051f17d31
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3240,Office/Productivity,0d1210413cb54b0d932596c057697d5f
2 in 1,8,Win10,4,0,,14,i7-10510U,Web User,0449fbea8b444d24a40bcf9e70491263
Desktop,16,Win10,4,4,Low-Midrange Graphics Cards,22,i5-4590,Content Creator/IT,077cd6aaf702410683e2509ecfc075d6
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Content Creator/IT,0715e37438e14aaba52a8537d854588e
Notebook,16,Win10,2,2,Mid-Range Graphics Cards,14,i7-7500U,Casual User,05f691cd250143b3b1f6e854c41ade2e
Desktop,16,Win10,6,1,Mid-Range Graphics Cards,14,i7-8700T,Casual User,03fabfe03ef140baad6072976b8e5de8
2 in 1,16,Win10,6,0,,14,i7-9750H,Casual Gamer,052bd63fe6444017bfdccf0fb847b31b
Intel NUC/STK,32,Win10,4,1,Office-Class Graphics Cards,14,i7-8705G,Communication,0a7a898a828646e7877c99580f11cb20
Notebook,32,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Communication,05549ab8e319446e9553d5aea784245c
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700K,Gamer,0ec38c2cb9734227aff613fab950e7c7
Notebook,4,Win10,2,6,Low-End Graphics Cards,32,i5-2520M,Casual User,168e909c2d65479caeac004610f49d02
Notebook,8,Win10,2,3,,14,i5-6300U,Casual Gamer,ee31ed4600434de4bc125fd324defa05
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Communication,a2edca7b0ff04c079dfe490bf37f1c93
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Entertainment,0f2c1260f1c74a588872ad78ff8f0e88
Notebook,16,Win10,4,4,High-End Graphics Cards,22,i7-4720HQ,Casual User,2e8fb6f04834487aa2bada01f54be755
Desktop,32,Win10,4,2,,14,i7-7700K,Win Store App User,6a4c5859fc4f4262837931e832a92bd3
Intel NUC/STK,16,Win10,4,1,,14,i7-8559U,Content Creator/IT,10dab8813c8b4f2ea44bd3fc2cff2e7a
Desktop,8,Win10,4,5,Low-End Graphics Cards,22,i7-4712MQ,Casual User,0bab18e9702f44e7b37b8e5369d5549a
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i5-8400,Casual User,fbd68e94ad07494a86cf447c4f259601
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,i3-370M,Entertainment,7580fe52392841e48c5285817a499658
Notebook,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Office/Productivity,4f51fbab30f44a3789fbbbef1bf282b6
Notebook,32,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8850H,Content Creator/IT,5fc21dba22544341878bd638a46fffcd
Desktop,8,Win10,4,6,High-End Graphics Cards,22,i7-3770,Web User,d7b0909301ad4be6a5cb26bf16518361
Intel NUC/STK,16,Win10,2,1,,14,i3-8109U,Communication,3d2dde0001404e9cbd85b3e92c72a776
Notebook,8,Win10,2,4,,14,i7-6500U,Office/Productivity,77ef2f8961c74b7c88cefdf6725af83d
Intel NUC/STK,8,Win10,4,0,,14,i5-8265U,Entertainment,8effd36a07224d56b53e4b7c705cdaeb
Notebook,24,Win10,2,2,Mid-Range Graphics Cards,14,i7-7500U,Win Store App User,6e002adbdc6145fca0d04d77733a70af
Notebook,8,Win10,2,4,Mid-Range Graphics Cards,14,i7-5500U,Gamer,82753d7c5ccb44f4a79a1d3808ee80fa
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Web User,fe99aee1c0d847fa9542c31fad15cf76
Desktop,2,Win10,2,6,Office-Class Graphics Cards,45,E8400,Content Creator/IT,b0fddc0fe3a641b685aba0de7aa742f4
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Content Creator/IT,b3c0537b16f6425db59295e40179341b
Desktop,8,Win10,2,6,Low-End Graphics Cards,22,i5-4250U,Communication,d1103fe22a6f48319c3b2e6feb788c96
Desktop,8,Win10,4,0,High-End Graphics Cards,14,i3-9100F,Casual User,d61ca8a080c5458aaee1378129810e5c
Desktop,24,Win10,4,6,Low-Midrange Graphics Cards,22,i7-4770,Web User,f126614101294c4ca4c7a97723649844
Desktop,8,Win10,4,2,Office-Class Graphics Cards,14,i5-7500,Casual Gamer,d25298b1f0ea43ed92513200be43a425
Desktop,16,Win10,4,6,Mid-Range Graphics Cards,32,i5-2500,Web User,e00f698e54f54a8c934e228813d9bd26
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i5-6440HQ,Office/Productivity,dedca3fbb47f42ceb113f2f860c62684
Desktop,16,Win10,6,0,,14,i5-9400F,Casual User,ed5d94135c7b4128887631cf7815d6a4
Notebook,8,Win10,4,6,Low-Midrange Graphics Cards,32,i7-2630QM,Web User,e618cd9032834d2180241299de8acd60
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Entertainment,176cc5ccd19d4824830625ed8f13df5a
Desktop,16,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Communication,16bd8794b08d4582b4e1914f5f7ad947
Desktop,32,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Web User,48859747815c46b08529dcb8003c24e8
Desktop,16,Win10,6,4,High-End Graphics Cards,22,i7-5820K,Casual Gamer,22c9550c045c49c481fc0d1524d13b38
Desktop,8,Win10,2,5,Low-Midrange Graphics Cards,22,G3250,Casual User,6d73f472774f43acb87b2681738ce844
Notebook,4,Win10,4,6,Low-Midrange Graphics Cards,22,N3520,Win Store App User,391acf9aa34641e59892958052141377
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700K,Web User,04808a22cd224b58b8f49d5759131b04
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Casual Gamer,04f14b1b28ce4549a0bb01ac9e9f4d84
Notebook,4,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Win Store App User,06cb85b701884db184382cd2f3af0a84
Desktop,8,Win10,4,6,High-End Graphics Cards,22,i5-3570K,Casual User,c15bd8292ac34596826fdf2202933fbb
Desktop,32,Win10,6,0,,14,i5-9600K,Casual Gamer,055ff922004a48c3b9011b2fe120f72f
Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4790,Casual User,909ebdf4681d4f52af35d8d19b338cb6
Desktop,16,Win10,6,0,,14,i5-9400F,Casual Gamer,03e5a1e012af479faa5a93d27ec3d2f1
Desktop,16,Win10,4,1,High-End Graphics Cards,14,i5-7400,Web User,054623f739d04f9cbdeed4cb32add7b7
Desktop,16,Win10,6,1,Not Suited for Games,14,i5-8500,Office/Productivity,0652aa55ac744abe8873944b512fd950
Notebook,32,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700HQ,Web User,fe7155f0414440b7a1fbfddfbf1976c1
Notebook,12,Win10,4,6,Low-End Graphics Cards,22,i7-3630QM,Office/Productivity,f6fa1f32ac6b4f1ca9489f1a842bb9ec
Notebook,4,Win10,2,6,,22,i5-3320M,Web User,0629624c2df54a40abfa954c346c9fcd
Notebook,6,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Web User,f94fb4485c3241a0b73d3740ffde6f40
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i5-4570,Office/Productivity,f8149775081f47589256753d1c17da18
Desktop,16,Win10,4,2,Mid-Range Graphics Cards,14,i5-7500,Content Creator/IT,e2cf433f88b14298b5ae64e130c44bd2
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7567U,Office/Productivity,cd1c09d2395646eab12013307b45596f
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Casual User,0783c09b856c4f7e82d17e0b45e84921
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Office/Productivity,04762e825bf9499693b167c98dd91449
Desktop,16,Win10,4,6,Not Suited for Games,32,i7-2600,Win Store App User,0792ed6820734928b51a65c7843d55b3
Desktop,32,Win10,4,5,,22,i5-4570S,Gamer,04115a0ffec14835a68734d9de73af40
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual User,055450a6346741f79c2b78aece374f51
Notebook,32,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Office/Productivity,0686c43592324ed0b33863cc7313152c
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8650U,Communication,0692008191ce4775bfbfbebcd3eb0df5
Desktop,16,Win10,4,5,,22,i7-4790K,Gamer,06e46603e3c740eea24218dbb57767f1
Desktop,32,Win10,4,-1,High-End Graphics Cards,-1,Unknown,Office/Productivity,04f3b7f85bbd4032a991c1d7b3eb705c
Desktop,16,Win10,4,5,Mid-Range Graphics Cards,22,E3-1220v3,Web User,0536ca6284714e4597adc4541c4f7d82
Notebook,8,Win10,2,-1,Low-End Graphics Cards,-1,Unknown,Communication,fcf9ec0ca5f24d0f98385eb3e90716ca
Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Win Store App User,0612718f38614fef811c8a935f47b742
Desktop,8,Win10,4,-1,Low-End Graphics Cards,-1,Unknown,Communication,0628d7f59f9343f6b12d824867dedcae
Desktop,16,Win10,4,5,,22,i7-4790,Casual Gamer,0786c6cfdf074b508137ad8d6d142857
2 in 1,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8265U,Casual Gamer,0522f005f62a4faf875784add5daa6e2
Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-4700MQ,File & Network Sharer,3990985133434409a8dd5fccc22b7afb
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Gamer,3e09c2b34b5d4e9b86f6cff83761ab72
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,d484dc9cda7e41428ec1bdca38591748
Notebook,8,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual Gamer,42ebae58df004cdeb005246723fdf054
Notebook,8,Win10,4,2,Office-Class Graphics Cards,14,i5-7300HQ,Gamer,9f9abb5566d84505b9991664e8238d6a
Notebook,12,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User,ab60ff89d91642c9aaafb7109deb7b26
Desktop,6,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Gamer,a486220ef3b94adc8776fc36785dd02e
Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i7-2620M,Web User,c7aee2dbf0774144afe37ce33ecf5786
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i7-4702MQ,Unknown,d5e620d5cf6e4bc1928dc63f4c50e64e
Desktop,12,Win10,4,6,Office-Class Graphics Cards,32,i5-2500,Office/Productivity,a8b15387c4094fb7a33ed179dfeccd56
Desktop,16,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700T,Office/Productivity,d756194243eb409c90e4cc92c2a466d2
Notebook,8,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Web User,c90ce701faa34a51941feebb5ff02b4d
Desktop,8,Win8.1,4,5,Low-End Graphics Cards,22,i5-4460,Web User,17ec1a41a5f64a4da66d1b04031f5769
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i7-3770,Web User,2132c6cd96ac448cbdedee9d6b99f8d8
Desktop,8,Win10,4,6,,32,i7-2600,Web User,2c3920f1375345dcbc00e26d02e040e3
Desktop,8,Win10,2,6,Low-End Graphics Cards,22,i5-4250U,Web User,c69a5ee66a1b468e9962b4c228a1efb4
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2320,Web User,1281a498217947a9be4334864bb200bb
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8265U,Web User,9478bb85502f446fa642c965f31d1c4e
Notebook,12,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User,e6194b4ae80d44e18c9e936fcb06a594
Desktop,16,Win10,4,6,Mid-Range Graphics Cards,32,i7-2600K,Web User,cf9ed4e9440e4c63b923a16b3edb241c
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3320M,Web User,ce4aeda6b6fb4bffb7542c494993980d
Desktop,12,Win10,2,-1,Low-Midrange Graphics Cards,90,i3-540,Web User,f6a990f584fe4864956ea634fffd43ef
Notebook,6,Win10,2,5,Office-Class Graphics Cards,22,i7-4510U,Communication,c8c7834dfb80401c9e792ac00bdc5ed2
Desktop,32,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3570,File & Network Sharer,52cbf97ad8a647b9ab75f8fae20554ec
Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i3-5005U,Gamer,08c54f86116a449f98a96732e39f3750
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i5-4570,Casual User,efd32a7c5b7d432cb7ed250d4ae7543a
Desktop,32,Win10,4,2,,14,i7-7700K,Web User,e7b1105c59e0407eb6835f81ac1780b2
Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Entertainment,e866a4a498bc46f6a3fbe8ca74129857
Desktop,32,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Web User,e86a21894214449bbbfbae7328e68dae
Desktop,4,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Web User,3b6a04d571b6427887d9f6cf1c4f3178
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3470,Casual User,7425bcdaad36485db39a9c7eb9f40f12
Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Casual User,05cc35eb30624db3a8b6063fb6b65a8b
Desktop,8,Win10,2,3,Low-End Graphics Cards,14,G4400,Win Store App User,fa651b5d635440f394bf6fad752dabc9
Notebook,32,Win10,4,2,Office-Class Graphics Cards,14,i7-7920HQ,Content Creator/IT,05f23099e35040279d0bc38fba67f189
Desktop,256,Win10,18,0,,14,W-2295,Casual User,0613e744021c44afb2966dba7e8dff08
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Communication,0af05b6f041e49669e9b9c518087109a
Desktop,8,Win10,4,5,Low-End Graphics Cards,22,i5-4460S,Office/Productivity,0ba5585822674870ade3ae4471d36e30
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400S,Web User,05557fdc76c64b0391a403272360957f
2 in 1,8,Win10,2,2,,14,i5-7200U,Content Creator/IT,05002517d36c4742ab02d3fbd522ab97
Desktop,12,Win10,4,6,Low-Midrange Graphics Cards,22,i7-4770T,Communication,bc179c46f8b64f3793030fbec4148f58
Desktop,24,Win10,4,5,High-End Graphics Cards,22,i7-4790,Casual User,fa7698ddbef849b4b2cf21493a8abe2f
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8300H,Gamer,0519a3a80ffc4560965d785eb21e25f5
Notebook,6,Win10,2,6,Low-End Graphics Cards,22,i3-3110M,Web User,0516a06022c14056a7c5229ef5f4d666
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,22,1005M,Web User,0a5912192923483bb0eaadfbef8f2573
Notebook,8,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Casual Gamer,0a7e0f18a183478b9b3e2c5392cda224
Notebook,4,Win10,2,1,Not Suited for Games,14,N4000,Web User,06ec18cba1e94f888d82482883737b5f
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Office/Productivity,cfce0908105a4b66ba75025a4523c778
Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Web User,d9cd3e9870a24d99bc275c176afe5350
Desktop,4,Win10,5,5,Low-Midrange Graphics Cards,22,i3-4150,Casual User,08435f23611143749ef920875a957eb9
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Office/Productivity,0740b831b8094df6b7402de05014ff46
Notebook,12,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Communication,045639dca3254ef798985cf1925438ea
Notebook,16,Win10,4,1,,14,i7-8650U,Office/Productivity,04d140301f8b48f2a368f7f4f469f7ec
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Win Store App User,049aa163712348ddb69ff67c9eff9bfc
Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i3-5005U,Office/Productivity,053ef20d0b8545baa521bc3aa6e59572
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Web User,0615b3b5037c42a38511fa0edf6dc842
Desktop,4,Win10,2,1,Low-Midrange Graphics Cards,14,i3-8130U,Casual User,fcd252d2df0c457dba66cc67f5b95756
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual Gamer,06c83ff91ce94f93880c25646393829e
Notebook,8,Win10,2,2,,14,i5-7200U,File & Network Sharer,06c3bd15fe8e4318bd7846071c98dabc
Notebook,8,Win10,2,2,Mid-Range Graphics Cards,14,i5-7200U,Web User,05069f74905041e588aaf8dc40518155
2 in 1,16,Win10,4,0,Mid-Range Graphics Cards,14,i7-8565U,Casual Gamer,054305d3609c48b99ff5727c300e33dd
Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Casual Gamer,05952198e26c4e9484507f57fd458119
Notebook,16,Win10,4,1,Mid-Range Graphics Cards,14,i5-8300H,Web User,bb740389f7e147b08ec182aa56edea71
Notebook,6,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Casual User,c7218312fc3c4ae3943116208b3469e0
Notebook,8,Win10,2,4,,14,i7-6500U,Casual Gamer,eadaf1b9d8d94c9e972086c94da5ee9b
Notebook,12,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Web User,353b98121e784305b294162b133cf403
Notebook,16,Win10,4,2,Low-Midrange Graphics Cards,14,i7-8650U,Casual Gamer,781d485317d54537a6522674eee00887
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Content Creator/IT,52e8987b4bc24ba1ab9039d650ac75b0
Notebook,12,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Communication,b6c0b53e148c405d8a1b39e09f117ff9
Server,64,Win10,10,3,High-End Graphics Cards,14,E5-2640v4,Content Creator/IT,4b14257e26e94370bdb357c2908a5f83
Desktop,32,Win10,4,5,Mid-Range Graphics Cards,22,i7-4790,Entertainment,9fbe4bdfcb544cff854248163969f908
Desktop,96,Win10,6,3,High-End Graphics Cards,14,i7-6800K,Casual User,c39dcc9770ae49dca84641412285ace5
Desktop,16,Win10,4,4,Low-End Graphics Cards,22,i5-4460,Web User,aee2bf3549fe48ffb4a46ff23b50e70b
Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,Web User,e1387de8d6d74907b4ba9549118009ea
Notebook,12,Win10,4,3,High-End Graphics Cards,14,i5-6300HQ,Web User,b7fc2863b78f4f0f85aeca4c7742aa8e
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Gamer,04b42c96d2e04f47ae58ec309c16aca8
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Casual Gamer,0596c12f66634769a53cf48da7843b5f
Desktop,8,Win10,4,1,Office-Class Graphics Cards,14,i5-7400,Casual User,04b013a742f141a78842b698fe8ea223
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual Gamer,04bb5fbdf1424af98a79152dbcb44386
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Office/Productivity,04374a55d1444b9faa44ea2451738fcb
Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8850H,Web User,046b9c23037d4e80b8fe6c740d047b40
2 in 1,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,File & Network Sharer,07d473c1d71d40948202c472ab65cb00
2 in 1,4,Win10,4,2,Low-Midrange Graphics Cards,14,N4200,Web User,07056d50ca624d5b9becb38583aee123
Desktop,4,Win10,2,-1,Low-Midrange Graphics Cards,32,P6100,Casual Gamer,04fc7b3e0fad417dbae0cd53609d9c96
Notebook,16,Win10,2,4,Low-End Graphics Cards,14,i7-5600U,Communication,0e18be34454e41f792c64b7d45ffc1c9
Desktop,6,Win10,4,6,Low-End Graphics Cards,22,i7-3770S,Win Store App User,079963b95f484007b87439234321fd6d
Notebook,6,Win10,2,6,Low-Midrange Graphics Cards,22,1007U,Web User,0ed36d935d9e4826b4b268c8502c48a8
Notebook,6,Win10,2,-1,Low-Midrange Graphics Cards,32,i3-380M,Casual Gamer,ed8e0347990641b3a22f1ae43dee2b44
Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i7-3770K,Casual User,b017a7a348054b0689a0d9a20dab7b80
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Web User,1393d15f03234752842547f324d38be4
Desktop,32,Win10,4,5,Low-End Graphics Cards,22,i7-4790,Communication,0ba6ba4454ca49b3855029fd56803135
Desktop,4,Win10,2,6,Low-End Graphics Cards,22,i3-4130,Web User,77ff3c3fb6dd4a4d9dec925bd06d3447
Desktop,16,Win10,6,4,High-End Graphics Cards,32,i7-3930K,Casual Gamer,c451627d87ef42238c9b9dc09e7ebb89
Notebook,8,Win10,2,3,,14,i5-6300U,Web User,7067f833210e4ffe8852d9e00c38afce
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100U,Web User,b7fc191984ee4ad59ad5179e4adc1038
Intel NUC/STK,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8809G,Office/Productivity,ca8a93c95e1246aca38167cd3878145c
Notebook,8,Win10,4,6,,22,i7-3632QM,Web User,39af8da0abef4994a4bd9adef1add54b
Notebook,12,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual Gamer,61ba758281a348ee9d2029162844e6f9
Desktop,16,Win10,4,6,,22,i7-4770K,Content Creator/IT,380ae2fc8a4242d98d814bfafea10f65
Desktop,16,Win10,4,2,Low-End Graphics Cards,14,i5-7400,File & Network Sharer,0586c6d6ce474a3da818d8b8d09e245c
Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i7-2640M,Entertainment,65ab3f57942241b18654952efc682f83
Intel NUC/STK,32,Win10,4,1,,14,i7-8559U,Office/Productivity,c6ee2d295b2442f6b943aea4915323b3
Desktop,16,Win10,4,-1,,-1,Unknown,Casual Gamer,e21ec0cbacfc46759475e0337719f9ec
Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i5-2450M,Web User,e7da9d2e5a11475d8099dca34e50054b
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7600U,Communication,f03327e9c70f4bceb83729a2c44dc1e3
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Casual Gamer,f7f82584bd61454aa78685b215b84f57
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Content Creator/IT,f4b888a2a94543e48c9944c1e621a498
Notebook,4,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Web User,a1fc38e355c9422ea2560c3309d0a37a
Notebook,16,Win10,4,1,,14,i7-8650U,Communication,ab8dd3c8170a43399e58f3bffc0cac54
Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4790,Web User,f07b053d4e74451485b50d772c795c7b
Desktop,8,Win10,4,3,,14,i5-6500T,Web User,cbc13d22408548969a087b7a0f10d420
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,de4698ea17ab41ec88ac52503561d4cc
Desktop,32,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700K,Office/Productivity,0467596f18504b8698baf6719cb45e76
Desktop,16,Win10,6,2,High-End Graphics Cards,14,i5-8600K,Win Store App User,05757ac2d1e74c3e8efe89fdbd194cd5
Desktop,8,Win10,4,3,,14,i5-6500T,Communication,05de035984914e009ab0879338678399
Notebook,6,Win10,2,6,Low-End Graphics Cards,22,i3-3227U,Office/Productivity,06d52aa08eb1448e9561f8a3abbdfe28
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Office/Productivity,07c2296500d347baa59471be610c0c6e
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i7-8700K,Casual Gamer,fd27895b669f41cb888433f799f296ec
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Casual User,4dd4a54dadbb4315946425e87f4be98c
Desktop,12,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2120,Web User,7ecbb387cbe54d69a2d84adb16ae29c2
Desktop,6,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2120,Casual User,5290716746b1402dabe6b717acec0602
Desktop,8,Win10,2,6,Low-End Graphics Cards,22,i3-3217U,Web User,062de03bb01946eb99d8faa43881077d
Desktop,8,Win10,2,0,,14,G5400,Web User,08bc26a9c9a34b90a7f82057eb7ccb7b
