batch_id,guid,wait_msecs,before_cpuutil_max,before_harddpf_max,before_diskutil_max,target,chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona
20201001-200228,0628d7f59f9343f6b12d824867dedcae,1530,88.9223610964685,9.668765130502358,12.932366631787692,1,Desktop,8,Win10,4,-1,Low-End Graphics Cards,-1,Unknown,Communication
20200914-200229,2a9b34f4b3d845e7adfead968c6398f7,3005,15.615821500657301,10.44028469954288,12.86069243689827,1,Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i7-3770K,Entertainment
20200914-200229,e0e65e3eec374cc3a5b3e66a901ef8e1,4906,21.372429136668803,10.802621456033174,14.638301154494402,2,Desktop,8,Win10,6,0,Low-Midrange Graphics Cards,14,i5-9400,Web User
20200326-210232,f15036c6114e49ae91720d07b0f2594d,1388,51.2499063998203,8.716687678824485,11.544614421245793,1,Notebook,8,Win10,2,6,,22,i3-3120M,Casual User
20200220-200517,fcd5f892e8b2462d85e75a529d53141d,7603,7.479184239625858,7.9893457530344945,11.089864211823024,3,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Web User
20201008-200236,fa452951915e47f7bb01c96e87c9263f,3801,49.8906899741847,8.583493783635015,13.57745515919881,2,Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Web User
20200909-200238,0121379f76714a03823c02777d689676,3602,23.181719273621503,9.098867002169579,15.842151858101866,2,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20200604-200228,91a60ee42ba749c0b179b1eb2f819636,1001,19.485432170943,9.779810490337033,13.589703227385682,1,Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Office/Productivity
20201208-190229,0682c29bcac943ebb00d43c14c2cee50,1806,47.47015779664429,10.517508016071291,17.057538914415677,1,Desktop,8,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8500T,Win Store App User
20201004-200236,3a33509c31624f22beb499748c8ad304,1300,18.5410126652062,10.589308437964023,13.520675608465275,1,Desktop,32,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Web User
20201125-190240,02acc3099e554e43a4939f63d8c013a4,1285,11.929454018580303,9.736679479402374,14.207589583336116,1,2 in 1,32,Win10,4,0,,14,i5-10210U,Casual User
20200315-210228,dff5faf3a6b94b148a8aefddbd932f1e,8501,5.2221193244710395,8.77077250161539,11.318557978917596,4,Notebook,4,Win8.1,2,6,Low-End Graphics Cards,22,i5-3340M,Web User
20200630-200256,05112934762a42cb80d128d3aed662af,2500,9.550070286610278,9.078436441206414,10.922403196176115,1,Desktop,32,Win10,6,1,Mid-Range Graphics Cards,14,i7-8700,Content Creator/IT
20200326-210232,b4f8497e836449f593eaa2d0c3938c71,1224,37.3401107136302,10.666355532831847,16.402195404961493,1,Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100,Web User
20201109-190235,4deb2974e54f4e9bac5378589c345a3f,4700,74.37760272311539,9.470821430594944,11.890156305567482,2,Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication
20200515-200231,fad7f7d57706482cb928d48035a4f473,1500,16.2909173190906,9.530813652915327,13.677178532627197,1,Desktop,8,Win10,4,5,Low-End Graphics Cards,22,i7-4790K,Entertainment
20200623-200258,056fbfdda56f4f55b8e61a1dbeaebb82,3600,16.4401078899194,8.314177420649223,13.524526623553577,2,Notebook,16,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Entertainment
20200304-200229,c175c8047ce9497b94b9b31151a681a0,3493,34.20333351111941,10.211258410662914,15.24895060339137,2,Notebook,16,Win10,4,4,Mid-Range Graphics Cards,22,i7-4720HQ,Web User
20201217-190303,8d20b64353b947f689a7a11a54021852,1600,23.6761450829212,9.415020354322928,15.011425896704106,1,Desktop,16,Win10,4,2,High-End Graphics Cards,14,i7-7700K,Gamer
20200725-200228,d2937cb727ef45f39608c5201573a3cc,1996,17.3942638044908,9.533648108684924,17.41385410162271,1,Desktop,32,Win10,4,6,High-End Graphics Cards,22,i7-3770K,File & Network Sharer
20201003-200228,03a204efe96d4b30bd4dd766efcf2db4,2001,74.8466572233581,9.191670822225921,15.961558300231284,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20200802-200227,06a1fa2eedf0457da393fe0786f84d7d,2100,49.848208494264895,10.07991551213426,12.347478732172858,1,Desktop,16,Win10,4,2,High-End Graphics Cards,14,i3-8100,Gamer
20201013-200230,ff6d85df1a7240beb3f134c0c1bf36cc,9188,12.560480167078,9.074016113060576,15.35056143935734,4,Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Office/Productivity
20200823-200219,9ad0dc93f0ec4470b106a3c3107494a9,1100,91.48469021493109,9.825685067360759,14.145652422789416,1,Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400T,Content Creator/IT
20201224-190228,07924008419647f98b48fbb985df62c4,1599,20.2360191380058,11.885682443317176,13.616472083065206,1,Desktop,32,Win10,6,1,High-End Graphics Cards,14,i7-8700,Web User
20200617-200228,b06f1ad449c5452aba540102b0d3c867,1192,61.32880770667979,9.747556505722018,13.891992970153405,1,2 in 1,8,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Casual User
20200619-200229,07add92ad607471ba5a89cf18833b8a1,2500,64.5311244401805,8.733437472084551,11.127176644617055,1,Desktop,4,Win10,2,-1,Low-End Graphics Cards,45,E5700,Casual User
20200911-200240,0700997ac65b4f458f5dd5e35129eaaa,4595,44.01822497710991,9.839048196315234,15.799180773122197,2,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Casual Gamer
20200305-200231,0723bf7fff3543dd9939864b02e9f540,4500,73.60118496226718,10.3316033844065,16.837172313926974,2,Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Gamer
20200413-210228,071efc5101ce4a7da4de398184ef47ef,1593,37.5395307858587,8.646035204784265,13.782478013378904,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Casual User
20200213-200227,3f4e5c005b2d4c1686504135168c8972,1500,27.578916838228107,6.813409580124081,11.890076785190518,1,Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Office/Productivity
20200822-200229,049c2980a66c4d2083b74b3229c4b8ba,1200,33.327133967652394,8.938839019749352,13.391681660079943,1,Notebook,24,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Web User
20200516-200236,eb860b2440f74c7e935a7e8737141503,3600,20.4605097088058,7.915696999513333,14.133213043676031,2,Desktop,6,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3340S,Casual User
20200816-200233,a56fb04c6ae94eec8c8b32b689396a43,1601,11.7985445355665,8.047201167556324,10.810906170880946,1,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Win Store App User
20201012-200229,068b38f804f644fba153e45f2686fb30,1297,17.417614748921,10.552394852462971,16.33409750245618,1,Desktop,40,Win10,6,0,High-End Graphics Cards,14,i5-10400,Gamer
20201113-190230,a56f6e52b33b4faba0740a69bf9cc9c2,1616,37.985289108368896,8.713507870140345,16.177854699610478,1,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,File & Network Sharer
20201120-191457,05b4092b574e429ab8d0442b163cd249,1500,18.599822453245,9.190640896549663,14.260530102474023,1,Notebook,16,Win10,2,6,Low-End Graphics Cards,32,i5-2410M,File & Network Sharer
20200730-200228,a829c022537c4d83ad382eac4ef0a223,2399,27.4627187389231,11.219695327871333,17.240431988002033,1,Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-3630QM,Communication
20200612-200216,a85ef0d8b1ba4027bd964ec585005b9d,5494,30.3155689023455,8.258974657650846,11.879445189587829,2,Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i5-4210U,Office/Productivity
20200227-200230,052ddc4faf1f4f628687b439a95fecce,1694,43.68279278013579,8.852612478131782,14.73851457289412,1,Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i5-3437U,Web User
20200728-200227,b1d77681ccf24c1abe92e0ba060b26be,3392,20.1988446646718,10.868152206260925,15.068241891474836,2,Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Web User
20200908-200230,0d6eb83bd4c64e48852bfb42b799164f,1698,11.535581580280097,9.826500599666936,15.270475763294609,1,Desktop,32,Win10,4,6,Low-End Graphics Cards,32,i7-2600K,Communication
20200701-200227,1e6307133cfa48769f5c8581a91fa826,1199,59.838583635398905,11.175878164857043,14.20285147931667,1,Notebook,16,Win10,4,4,High-End Graphics Cards,22,i7-4720HQ,Office/Productivity
20201013-200230,05638bffbdeb4492afe72321ae989f1a,2100,13.0307690378104,8.771568301324551,12.955260473079903,1,Desktop,8,Win10,2,6,Low-End Graphics Cards,22,i5-4250U,Office/Productivity
20200416-210228,e0b48846d65f4299be675a3768720b8c,3800,19.0368881291908,7.3533813085541935,10.696910261678097,2,Notebook,12,Win10,2,5,,32,i5-2415M,Web User
20200329-210233,ebeab49d13894c88b363621d4343c54b,1901,18.128446792389997,9.596910513628586,14.620253903965857,1,Desktop,16,Win10,4,6,Mid-Range Graphics Cards,22,i7-4770,Casual User
20200219-200439,c5b24e9f889e4cf69f96fca0d3f95c4a,1100,12.359495493039699,8.488015299607202,10.492500408356278,1,Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Communication
20201213-190234,6d7bb1c68f824bc18fb259bbefaa5468,3811,51.295686337554905,8.895505556782336,16.8329445267787,2,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Web User
20201029-200228,6f47469fffd34853869893b5f274a7d4,3213,17.7476028024235,9.554088076437399,15.59455417180275,1,Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Casual User
20200511-200325,db4bc136de264b4282edf4cc3c18da41,1781,59.143659991808995,9.659301960899887,13.608367530215638,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Communication
20200621-200233,055f735a8a15488090bb474ce0e3ea7a,3122,84.0602996837684,10.863840426007044,17.667943661368103,1,Notebook,8,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Casual User
20201015-200229,035415778ae949759dda4a642142b9ad,2600,97.03106188808121,8.902162589977396,15.459982901096858,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i7-3520M,Web User
20200430-200227,67feb4cea629469a8a27af892847dd36,1600,5.499630267981201,9.282177080966425,16.999178557859967,1,Desktop,64,Win10,8,1,,14,i9-9900K,Gamer
20200620-200228,b968b8eb039c46fcbfa7711a9e94bd2f,3900,29.609688532982894,10.47539883532637,16.744099237901974,2,Desktop,8,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8700K,Web User
20200401-210228,f231dfece4644405bf2d6bf42fa7b8df,9300,63.282356669769996,9.994221070800934,16.720538699658583,4,Notebook,4,Win10,4,4,Low-Midrange Graphics Cards,14,N3700,Web User
20200804-200228,feb0e6b4acdb4d27a1699d8842bc1508,9400,34.5345520771932,7.0206992780188635,13.277940215903284,4,Notebook,4,Win10,2,5,Low-Midrange Graphics Cards,22,i3-4005U,Gamer
20200720-200228,b7ed29a056324cfbb717200990d4f549,1201,51.098903197580995,10.33719909697154,14.767173738613865,1,Notebook,16,Win10,4,3,,14,i7-6700HQ,Entertainment
20201012-200229,f26f2986a77a44ae91c171713334de5c,4600,39.765373250433605,9.540941494580276,15.636701200918244,2,Notebook,4,Win10,2,4,Low-Midrange Graphics Cards,14,3825U,Entertainment
20200418-210229,07a256c1199e4c76ac5d4de403e0727d,1300,18.806387157602888,10.096259200716682,12.436360355484064,1,Desktop,32,Win10,8,3,High-End Graphics Cards,14,i7-6900K,Casual Gamer
20200128-200228,fd3b7edb2786491287fc61076a1965bb,2804,15.0363757509288,8.347220728261767,11.108917734623725,1,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User
20201125-190240,44c701b33a254f23bc96ec2b4b5fef60,1101,32.405055025791505,7.407897860584026,12.360548430738666,1,Notebook,16,Win10,2,6,,22,i7-4500U,Content Creator/IT
20200828-200232,ae8383dd3a3846eeb854ee1ed9b37daf,4295,50.134751216760904,7.89583518979401,11.633634117679538,2,Notebook,12,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual User
20200428-200227,05359031d73e4149841acfc0da8ecf05,1500,21.8704934900645,10.156598386779015,15.762993550019457,1,Desktop,8,Win10,2,3,,14,i3-6100,Office/Productivity
20200131-200229,eda9b0f80b6b4da3975560f066ff2940,6100,53.7436906394032,9.688390030980853,15.396347646059203,3,Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,22,1000M,Casual User
20200219-200439,efaf912226874c5e8ad29d896107fdd8,1300,79.53185585706659,10.946544980892222,14.861718372641082,1,Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Win Store App User
20200307-200513,e5a7da4ea8df41589e6b31214db6362c,1500,30.8970891111795,10.458994218816864,15.244164711746981,1,Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual Gamer
20200922-200231,d1a987cdd96444a18384ca825f385ae6,1100,26.5134320689105,10.704188859074135,13.135801227903134,1,Desktop,20,Win10,4,-1,,45,i7-870,Win Store App User
20200512-200229,c480af216e7240d7908d46bfc7f155cf,9800,97.42202651291149,9.223820201140727,11.632871792545673,4,Notebook,16,Win10,6,-1,Office-Class Graphics Cards,-1,Unknown,Communication
20200622-200236,0649f5b3e15d4d45b4bb096b46e981c9,1200,13.6701335898932,9.155801624248925,16.1566253033137,1,Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i3-3110M,Web User
20201231-190229,04caf8e241134795a1d0e40781d01a98,1691,93.9380865628978,10.995601128418786,16.080885490044455,1,Notebook,8,Win10,4,0,,14,i5-9300H,Casual Gamer
20200812-200227,38c806fbfc064dbabda5d13d99752be6,1212,56.7313697287049,9.572273374804631,15.242401285040483,1,Notebook,12,Win10,2,4,Low-End Graphics Cards,14,i7-5600U,Web User
20201219-190228,0121379f76714a03823c02777d689676,2109,28.2909421962528,9.223183956026888,15.719917910800428,1,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20201116-190235,0e9eeafdfb4b404f82c76f40e59e41ab,1399,8.604757642989478,7.055226749634804,12.14628511070605,1,Notebook,8,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User
20200717-200230,0638aeaf4d7446a78f0e2ba00895bcf9,2200,58.90642259302511,7.566723627741448,9.75286061205787,1,Desktop,12,Win10,2,1,,14,G4900,Office/Productivity
20201006-200229,d1336f399b1448fb9020ba9c132e3c28,1701,42.418882933534896,9.916911279565523,12.811920095586995,1,Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Web User
20200727-200229,4475d5c6acee423c901b4e76fa0aa51f,1199,10.183427471123,9.502197559029458,14.773904688130871,1,Notebook,8,Win8.1,4,6,Mid-Range Graphics Cards,22,i7-3630QM,Content Creator/IT
20201209-190229,f6df7744a7264d37a3e85109de1ef40a,1394,28.5444607123279,9.213441110329834,14.110604924475428,1,Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User
20200413-210228,1dd9869becf042b4876be164fbc6e60c,1800,31.1721272865716,8.834494822027429,13.329413361225564,1,Notebook,32,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6920HQ,Win Store App User
20201217-190303,de9cd284045647da8cbd9abc73d35f15,5799,7.4961480331698915,8.31165491262834,12.276241981235591,3,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7660U,Casual User
20200519-200229,90082c8a7d2844b2a4243beeb1467cc5,1100,9.488403803275908,9.013404499442851,11.518557064083696,1,Desktop,32,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8700,Casual User
20200630-200256,0814089636074d96ab518a4bd9b136ee,1203,28.808563557968697,9.051195762952704,16.397457569802494,1,Notebook,4,Win10,2,1,Low-Midrange Graphics Cards,14,i3-8130U,Office/Productivity
20200511-200325,b6f578d706e84b87bba82e6b7bc91659,1799,55.70133876395221,8.608174990158341,14.699765428082122,1,Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Communication
20201126-190231,c7c98df41d4245c98d8a98c767a4a82c,1199,15.9378174961571,7.783515394222332,12.168696867544437,1,Desktop,4,Win10,2,4,Low-End Graphics Cards,14,i3-5010U,Win Store App User
20200402-210232,bffae7b28fed4537860b9f4cac1d4ae8,1100,22.725348320683896,9.36537790343404,9.961425182130082,1,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Office/Productivity
20201119-190230,06db9ecda3604c1a81d2d2959ff74a93,1706,7.32076828928324,8.488261247044871,11.900959978035015,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Content Creator/IT
20200529-200233,4abfa9c15bb14d29867e064905921f01,2200,12.899402256228699,9.48501730430064,13.448449807174258,1,Desktop,24,Win10,4,6,Office-Class Graphics Cards,32,i5-2500K,Communication
20201130-190231,057995e7b1e94acd9e59b2fe80100780,2600,18.0446235053615,9.031272062124003,16.1757469584072,1,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Gamer
20200229-200517,07aad59f9600486fa62e3caa98e2ec7e,4699,60.7053912989221,10.082938549639271,15.504544236290526,2,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Gamer
20200609-200229,35d80c04b9074104a7c712bc688b08e5,1609,63.82715512084349,10.343212555202586,17.81742658386846,1,2 in 1,4,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Communication
20200206-200521,05c1e1741a18441c949596ff9775c800,3599,7.9641709166896195,7.974605906822609,12.28557588014738,2,2 in 1,16,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8350U,Communication
20200513-200227,4fd323e428b4426290ba3b22f3ca2756,2600,8.02356020602153,6.675112335883348,12.482757247339515,1,Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Web User
20200304-200229,fd76429365294d59beed631f73b88411,1301,51.3231424103943,8.718404615189451,13.08153553561079,1,Desktop,16,Win10,2,2,Office-Class Graphics Cards,14,i3-7350K,Casual User
20200312-210228,06da53acf82e4d3eb9a3b51f03073bf9,3200,19.191482,9.521496535042766,14.304862502061157,1,Notebook,8,Win7,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Unknown
20200918-200233,03396722ad274826a41b660166f0a520,2296,22.564420621851397,10.089835339396547,16.11356073818972,1,Desktop,16,Win10,6,1,High-End Graphics Cards,14,i7-8700,Gamer
20200922-200231,105dbe555efe461ab123aaee52b6e45f,1092,84.59920531519009,8.010460187682341,11.87798227987464,1,Desktop,16,Win10,4,2,Office-Class Graphics Cards,14,i7-7700,Casual Gamer
20201028-200228,068f324dfd7b461c8d90f11579461530,7594,23.05226657640389,10.868461526826337,17.056807297326866,3,Notebook,8,Win10,6,1,High-End Graphics Cards,14,i7-8750H,Gamer
20200229-200517,febf936a468b4056aafe4407f38a3e98,9458,71.5623617930783,9.112777882016166,15.633414774588195,4,Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i3-2350M,Casual Gamer
20201009-200236,04ff3b3eed064d10b8c55c6457897b98,2900,27.101231207525892,9.630066660100487,17.141043053018752,1,Notebook,8,Win10,4,0,,14,i5-9300H,Casual Gamer
20200611-200230,493b02fff5bc4db49b6de590368ef388,1095,10.888981791258097,6.106240393077418,12.352774772474906,1,Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Casual User
20201115-190231,e1b780c5c92c45998d46c515a9b070be,7296,9.492003419874962,7.081826399892132,12.940933838872267,3,Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Web User
20200710-200227,32ec49722c36484597d38ba091bdbb79,1003,62.5992742424074,9.2208112263556,13.130296850320418,1,Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5250U,Office/Productivity
20200404-210228,1a90f101964c45fc94ebc7ac842017f0,3101,23.631784083813802,9.888650011951713,15.660689180906878,1,Notebook,8,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Gamer
20201213-190234,18a540d9d7e64a36b8ef5fe64991783c,2700,46.0901703873137,9.405583041348516,12.243115642520001,1,2 in 1,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User
20200603-200227,044420c6de774e5aa8e8d34c775251a6,4799,14.026694668806,8.447279099380191,12.852587231100397,2,Notebook,8,Win10,4,1,,14,i5-8350U,Communication
20201123-190230,04bfb0e48f614e06bac2ae14893ff71d,4800,76.79687367968741,8.79126506238537,15.785873564619209,2,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i7-3517U,Casual Gamer
20200528-200229,04c15e5670634245b86402e3fd555b25,4599,50.933190952829506,8.320466707856308,14.262620654737983,2,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Web User
20200827-200232,1c7723f7b3514fe6a33f548b40487788,3306,16.973577271705302,8.761471379821602,13.326726685945237,2,Notebook,8,Win10,4,5,Low-End Graphics Cards,22,i7-4800MQ,Office/Productivity
20201205-190333,44c701b33a254f23bc96ec2b4b5fef60,2109,40.334588135472295,8.824558715696556,14.631383162697995,1,Notebook,16,Win10,2,6,,22,i7-4500U,Content Creator/IT
20200203-200542,d4d46ce746604e78bbb238158459a053,1600,14.841133919633998,8.00860827212343,11.612719798793236,1,Notebook,12,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Casual User
20201222-190229,283c0feab2324e87908f84b348d2c85f,1502,28.146231623274694,9.657083480256965,16.669663954774983,1,Desktop,16,Win10,4,5,High-End Graphics Cards,22,i7-4790,Web User
20201011-200228,074603a16497422682f76f28183bdf92,5001,12.5016047205694,9.196587972693033,12.965996742168286,2,Notebook,16,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Content Creator/IT
20200822-200229,04770cae24b84a0fa16295364e06aed2,2099,59.0592362023101,9.300782206945103,16.055928655976984,1,Desktop,16,Win10,4,5,High-End Graphics Cards,22,i5-4690K,Web User
20201108-190234,b7f8a345aae34768baaec8ba594ff8d7,2499,5.45714465616055,10.808392316078365,19.077321096177243,1,Notebook,12,Win10,4,1,Mid-Range Graphics Cards,14,i5-8300H,Web User
20201224-190228,0538959e5091491ba0673841b80c4145,6191,45.4256573220235,10.131145247591634,15.612898911285107,3,Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Office/Productivity
20201003-200228,6543651bca7e4bb4ad1c175c8ac794ec,1100,26.0166875020359,10.180629286790838,12.049289697999438,1,Intel NUC/STK,4,Win10,2,2,,14,i3-7100U,Win Store App User
20200624-200305,eb92a247b4f5426fbeee67741bf44957,1101,21.4477031319167,11.507969360446713,11.83825687408589,1,Notebook,16,Win10,4,3,,14,i7-6820HQ,Communication
20200709-200230,09c0964ac9224bab8c0f7f84e819f41c,3400,69.50394075401421,10.723263423265237,14.727461764095505,2,Notebook,16,Win10,6,0,,14,i7-9750H,Gamer
20200902-200251,40b48b979f6049669588f2e41781962a,7300,59.9255472243414,9.231453853954502,13.483342494289033,3,Desktop,8,Win10,2,6,Mid-Range Graphics Cards,32,i3-2120,Gamer
20201125-190240,0526d25f242144dd912cb27b471e9fcd,4409,23.973775064820096,9.93137680688502,14.100569458941191,2,Desktop,12,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8400T,Content Creator/IT
20201006-200229,06d9249672a14f6887f851b1d5a6a063,1600,40.9436713863401,8.730890591685641,12.055554832088532,1,Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,22,2117U,Office/Productivity
20200218-200228,04f494cae6324a4cb8eb74063408e715,2297,48.6286536880226,9.755049503647278,15.085628478101874,1,Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i5-3230M,Casual User
20200715-200228,065312c89cc848d5ba7ce28ecd076cb2,2499,5.922295161343969,7.67606647449388,11.611988372610721,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Web User
20200930-200230,67a9e407c2e64584a4399d0697157c6b,2502,95.47095790801978,10.301362436166306,17.132432161180073,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3320M,Web User
20201031-200336,06db9ecda3604c1a81d2d2959ff74a93,2789,10.6444603010769,7.74397885221742,11.926583606901206,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Content Creator/IT
20200906-200228,082b7ab4b3764b65bfd4d8a2ff048697,2200,25.6231985938699,10.845132691959043,17.38836478629705,1,Desktop,16,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8500,Communication
20201228-190231,03a204efe96d4b30bd4dd766efcf2db4,1700,38.6047066040594,8.960812556445532,14.689083296269812,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20201211-190235,2a377617152f4ed7829976a914c6ff30,2500,84.3749421872861,9.119382275627826,15.2165219218989,1,Desktop,8,Win10,2,6,Low-Midrange Graphics Cards,32,i3-2100,Casual Gamer
20201011-200228,ac135ebaf46d4331a4b82f70d2ce85bb,2400,42.27273369011869,9.178439581077514,13.424932578125695,1,Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Communication
20200311-210227,04ef003cc78f43298ffeddd17742d08a,4800,13.4334486853985,8.971647863822145,13.080005343645322,2,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Casual User
20200811-200232,048dabbdbc91405c851a4d3dcb241b4b,2084,24.0689252875422,9.175746767101247,11.807326521952849,1,Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i5-4570,Communication
20201209-190229,4475d5c6acee423c901b4e76fa0aa51f,1100,6.071557548264329,9.551926120400433,14.061557938382181,1,Notebook,8,Win8.1,4,6,Mid-Range Graphics Cards,22,i7-3630QM,Content Creator/IT
20201126-190231,0891322b04494925a28caa297c256188,2295,59.6923191863181,10.0497251950602,14.826573070072474,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i3-3217U,Office/Productivity
20200902-200251,ef74b8a3611f4278af377ffe3e36e4cd,1300,28.0200148677692,10.959795142347634,18.023324160526474,1,Desktop,16,Win10,6,0,,14,i5-9400F,Gamer
20201110-190233,03a204efe96d4b30bd4dd766efcf2db4,1001,51.325699046326505,8.150086953943555,12.43770180302912,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20201006-200229,bcb5e893fb414e90b0e16781bb98042a,2300,27.66556233550491,10.617498929243727,16.869604065663875,1,Desktop,12,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Gamer
20201231-190229,cbdc059528854662ae95278d56e5e49e,2499,12.891863784232099,10.559093942362077,12.45760738518221,1,Notebook,16,Win10,4,6,Low-End Graphics Cards,32,i7-2670QM,Web User
20200918-200233,e1875983988a4f7bb9d03be000747f88,1499,33.97804777653789,9.324110710698376,14.162137384254034,1,2 in 1,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Gamer
20200812-200227,e102969ad7d04d07af3e8f202825d713,2000,7.6636313693083284,7.886507544113308,10.99537262045635,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Communication
20200228-200229,ae2097d7855d45b78ac7cb67a8604130,1202,5.7898212420634,7.6368293250518855,11.082018133327848,1,Desktop,16,Win10,4,2,Not Suited for Games,14,i7-7700K,Communication
