batch_id,guid,wait_msecs,before_cpuutil_max,before_harddpf_max,before_diskutil_max,target,chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona
20200730-200228,d6e5f667e3314838ad8678f884e7413d,5491,99.96103232437628,10.299660283985794,16.00235549249124,2,Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4790,Content Creator/IT
20200802-200227,bf89b03162244674af9df4f51d2c72cd,6601,44.2956540748242,9.507055678872119,15.043663732422479,3,Notebook,8,Win10,4,2,Low-Midrange Graphics Cards,14,i5-8250U,Win Store App User
20200319-210232,6a5355a9ff37428eb6fcd4d3c0859423,2099,21.262623176252397,9.862797022009005,13.326009382587113,1,Notebook,16,Win10,4,6,Mid-Range Graphics Cards,22,i7-4700HQ,Web User
20200810-200214,0121379f76714a03823c02777d689676,3399,17.5003266987063,8.811610773166034,15.988011404345484,2,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20200827-200232,7697aa87d3e0450c9f85e36c6439a83f,1796,40.454406657475694,8.096811323734487,11.768035142021905,1,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Office/Productivity
20200213-200227,d961ddbad86a46a29d4bb7ee09651f39,1101,11.6451318653722,9.513394592963355,15.114625245619377,1,Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User
20200318-210228,4206d3531f1943cd80fb21cf5c7fe98d,1300,15.7903749549699,8.194695399288351,13.277953955382694,1,Desktop,32,Win10,4,4,High-End Graphics Cards,14,i5-6600K,Casual Gamer
20201220-190233,050a695c4ac546f0bbf700384199cfc7,4401,5.67427297984934,9.410182745104601,15.023815704981143,2,Server,64,Win10,6,6,High-End Graphics Cards,32,X5675,Content Creator/IT
20201025-233013,05ed43a2ee9b482aac92321b229ac1f9,3200,41.6367755289784,8.758281805345,12.3034679106286,1,2 in 1,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20200304-200229,d70f2d65759a4dc183d905fe631db286,5100,47.26302606718511,7.9341030775376264,12.353744572396039,2,Desktop,16,Win10,2,2,,14,i5-7260U,Office/Productivity
20201110-190233,066a77d778ac4c99ab919199f814c1ff,2900,10.4709685293998,7.802294979060869,11.745284756706479,1,Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User
20200412-210227,e745fb73dd764068902c368db74201fa,1090,17.315943351749198,10.176201666277928,14.95769912558786,1,Intel NUC/STK,8,Win10,4,0,,14,i5-8265U,Communication
20200131-200229,fd3b7edb2786491287fc61076a1965bb,2700,14.9211715473004,8.03973428713176,11.458688550150637,1,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User
20200517-200231,eb53285f3039431a8f3372e6123896a8,2701,67.47981915741809,11.4188869704738,14.639520154355244,1,Desktop,8,Win10,4,6,Not Suited for Games,22,i5-3570,Web User
20200809-200228,a56fb04c6ae94eec8c8b32b689396a43,2301,53.9901511562269,7.957894092966991,11.231540740314983,1,Intel NUC/STK,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Win Store App User
20200506-200228,bc95dffe54304027993c849a50533355,3300,13.427175324929301,9.553027064967141,15.170074667306674,2,Desktop,4,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3470,Casual User
20201220-190233,0700997ac65b4f458f5dd5e35129eaaa,2799,37.38577991403209,10.993123166068523,15.668545414472316,1,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8550U,Casual Gamer
20200930-200230,7361759eb09949b29d1709413b1ed0cc,1282,17.959767690519396,9.412270075773016,16.700986175927223,1,Desktop,12,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3220T,Web User
20200621-200233,07add92ad607471ba5a89cf18833b8a1,1400,71.0935921710133,8.108515722327969,12.80360242945046,1,Desktop,4,Win10,2,-1,Low-End Graphics Cards,45,E5700,Casual User
20200822-200229,b74c1c2a93854b298e506a0b3f66cd5b,6593,18.876790917853896,9.09146836186568,15.681995655570642,3,Desktop,16,Win10,6,5,Mid-Range Graphics Cards,22,i7-5930K,Casual Gamer
20200220-200517,a949633dd323420aaf74e76e2569abee,4200,21.87878731639089,9.937217123595245,12.763283165411877,2,Notebook,24,Win10,4,5,High-End Graphics Cards,22,i7-4800MQ,Content Creator/IT
20200205-200230,0697947bf9d74104a76086692596f421,1701,46.7223632893217,10.151005378861557,17.871373401725418,1,Notebook,4,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Communication
20201009-200236,4deaa241aacb448189b996cf49d9ef3f,3916,35.359915489710005,6.173207207381627,11.287078894880365,2,Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,B940,Casual Gamer
20200822-200229,cb16661e3778497cbe32c6d3b3a452cb,8000,80.7031916091485,10.704561815796136,18.757081650152173,4,2 in 1,8,Win10,2,4,Low-End Graphics Cards,14,i7-5500U,Web User
20200627-200231,be127c0d1ac5402c917bed0a80ba015e,3404,31.5587753755491,9.536561400319506,16.129176764851106,2,Notebook,12,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User
20201008-200236,1c53ea735ccf4cf58ae9fb188924e287,1201,30.4694355713653,10.874226067094229,13.459574741888638,1,Intel NUC/STK,32,Win10,4,1,,14,i7-8705G,Web User
20201107-190232,1b919591e78d4672a066f40701398122,1897,13.442760442341699,9.055804698331869,17.785890883973064,1,Notebook,32,Win10,8,0,,14,i9-9980HK,Web User
20200709-200230,c4fc30f8b7f2490faca77e358d4f0ec2,8601,16.0308979796575,9.799935598324918,14.31664221252222,4,Notebook,16,Win10,4,1,,14,i7-8650U,Communication
20201119-190230,4ada3dcca1a24bb69c8906f9aabda27b,7395,56.792019938451396,11.898628101958487,17.56234981051469,3,Desktop,16,Win10,4,6,High-End Graphics Cards,22,i5-4670K,Gamer
20200220-200517,0583f2b03b0c48399ed9f30986cf16bd,2300,10.97415120916,9.161693914905541,11.512053102888904,1,Desktop,8,Win10,2,0,,14,G5400,Web User
20200720-200228,055f735a8a15488090bb474ce0e3ea7a,1501,69.26036154561339,10.936846029399923,17.90897280763237,1,Notebook,8,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Casual User
20200829-200229,e1d8556c1d744d25934ffb238ab7ffac,1304,15.873652697350302,7.875663646969114,12.449648372049486,1,Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User
20200524-200228,84b651adfdab43f48f1f2c5a95e2a5af,1200,80.0814253127112,9.335871104966705,15.083853850989746,1,Notebook,4,Win10,4,4,Low-Midrange Graphics Cards,22,N3540,Entertainment
20200305-200231,0d44ec62824440c38010fb9e965f9644,1200,11.8013474356581,7.975647068373684,12.411571462950063,1,Notebook,32,Win10,4,2,Mid-Range Graphics Cards,14,i7-7700HQ,Content Creator/IT
20201110-190233,078de4fc15994096922aa1921d4153f1,1002,10.465802534219401,9.31767562077121,12.751148265484243,1,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Web User
20200801-200223,d45ee792848d418395ba24f5d9370c89,7200,35.3101427016,9.342920853604614,15.668264154664074,3,Desktop,4,Win10,2,-1,Low-Midrange Graphics Cards,90,i5-650,Gamer
20200306-200234,8c61fa5861204facb1382f13e60b872f,2099,21.486483302788095,9.458375512106542,10.715636559827216,1,Desktop,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5557U,Casual User
20200324-210228,827e48be6c24491b8ad1f5eff84f6893,2907,13.7348829008796,8.932615535213678,11.863727239146154,1,Notebook,16,Win10,4,6,Low-End Graphics Cards,22,i7-4700MQ,Communication
20200321-210228,0713af40b8b045b8b7c3abcb33d04734,1100,5.23645311221872,8.546806820805374,13.330236694576099,1,Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8300H,Gamer
20200818-200232,20de864719d84c25bfc3a9a034612a8e,1500,39.2967630919793,9.075093602568229,14.592429412839707,1,Notebook,6,Win10,2,4,Low-End Graphics Cards,14,i3-5010U,Casual User
20200805-200234,c5e459eebe7241c1852366aa885e05c2,5114,31.0909012978597,10.997088448342614,17.334548286572748,2,Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i5-4570,Web User
20200828-200232,072fec3447df43ba83c600debc505299,1200,50.631531448389396,10.525424275032096,14.675821070865933,1,Desktop,8,Win10,4,2,,14,i5-7500T,Communication
20201221-190233,fcb8ad80f5094a18a58d44218beb097e,1588,37.4408514409409,8.515400923883773,13.166906388614203,1,Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i3-4005U,Communication
20200303-200228,db851c50439a455b9cbd310c879078c9,4300,31.32414766815,10.860723457845488,13.220126365322884,2,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Gamer
20200327-210532,073aea6901a443f396535ae4d7a1a4c8,1101,6.07598764991243,10.032865470091128,13.476821965933997,1,Desktop,32,Win10,8,0,High-End Graphics Cards,14,i9-9900,Casual Gamer
20200813-200232,0588e55ed2dc4ee69eee00626527f7f5,1592,37.9547015045552,9.49873720682477,12.858664121973232,1,Notebook,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6440HQ,Communication
20201012-200229,bb61b166beb041a89e23f294536998f9,1493,34.7383119114904,8.91877013434671,14.464322903888988,1,Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Casual User
20201121-190229,054769bdcf224f1b8b6b3862dc801870,4893,25.405224197624502,10.472166030514188,18.26685765317584,2,Desktop,4,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Casual Gamer
20200324-210228,0516b0d3405d4341b1e62b574cea43f6,1799,14.228319237257304,9.409048804176841,16.966008242654958,1,Notebook,32,Win10,4,5,Mid-Range Graphics Cards,22,i7-4810MQ,Casual User
20200916-200237,f2fdafe1b4214881bff7b4475df3b81b,2800,18.9865192369706,8.564577188628439,13.300387363936226,1,Intel NUC/STK,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8705G,Communication
20200403-210220,06dd796b3888413184470949530a5dd9,2200,29.3783658270847,8.569130200996309,11.621049022191478,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Communication
20200916-200237,f4f9adcf904c45269dc74dd9618adc23,7507,8.931014180354278,8.940487889962998,16.14712619056317,3,Desktop,4,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Communication
20200625-200228,d0a5857312d946249be4e02adebc98bb,2900,37.7281493058046,8.057622625866697,13.439401456285387,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Gamer
20200304-200229,d619dfae92ef4b1da01580b853dbb161,1189,6.340955415927128,5.417755588928006,14.457502804616416,1,Desktop,8,Win10,2,6,Low-End Graphics Cards,22,i3-3217U,Communication
20200714-200232,03b6ecffaf5e42e8b5cefe7f2f70d2be,2385,15.9125276912464,8.319794105902544,12.712465358113922,1,Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7600U,Communication
20200924-200228,8effd36a07224d56b53e4b7c705cdaeb,1200,14.5029059157144,7.300538116399937,13.522202800575744,1,Intel NUC/STK,8,Win10,4,0,,14,i5-8265U,Entertainment
20200406-210228,16942f4591ee4abd8af1d7830822e80c,1395,32.9260012791554,8.24968392395135,14.56862507670758,1,Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i3-5005U,Content Creator/IT
20200421-210223,7dc6db2b79f64fe5861972102299eecf,4502,49.9217177526281,9.619056743158845,15.14833457935009,2,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User
20200907-200232,059819cf691b49cfb42794c40887adf4,1001,14.8022530483921,10.268644478807161,15.902113468510064,1,Desktop,32,Win10,2,-1,High-End Graphics Cards,-1,Unknown,Casual User
20201113-190230,0872b6b685a04e3f9df8320d63711911,1697,28.57473707130409,10.14096370929485,14.030067523989151,1,Notebook,40,Win10,4,3,Mid-Range Graphics Cards,14,i7-6700HQ,Content Creator/IT
20200830-200306,084b32f49d3a439b94a68fe7f2338461,1800,24.374535724456898,9.999887244383055,25.847578555405832,1,Notebook,16,Win10,4,1,Mid-Range Graphics Cards,14,i5-8300H,Casual User
20200706-200228,e3d41f97e4e14e7fb3063f82f311bf88,1095,45.39750937406789,12.894922228859729,12.047146778471848,1,2 in 1,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Gamer
20201225-190233,831bbd70361c49539b9dc8b4d7f5f958,1103,57.2371011464647,9.761356800088517,14.057920577039138,1,Desktop,8,Win10,2,4,Low-Midrange Graphics Cards,14,i5-6260U,Win Store App User
20201124-190229,062807fc41354032aa2a72dbee3b26c0,1906,14.421281420699401,9.515014119717476,15.280097632130783,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Content Creator/IT
20201123-190230,d2c8e7dc1f0e44a8a0a2d3fa869625cb,2701,25.3871087483064,9.89449894866083,12.243764399931699,1,Intel NUC/STK,8,Win10,2,2,,14,i3-8109U,Office/Productivity
20200905-200234,0583f2b03b0c48399ed9f30986cf16bd,1299,37.9346134633617,9.258245018903125,15.755356071304078,1,Desktop,8,Win10,2,0,,14,G5400,Web User
20200320-210532,c3d6d081d4b447feb1f4b7411d3c048f,1203,18.7255234753458,8.87459144757499,12.345067592961188,1,Desktop,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,File & Network Sharer
20200913-200233,751e782254954c7f9ef2bf84b3a28d50,1805,23.89174809251549,9.552554402059643,15.189199285186453,1,Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3470,Communication
20200805-200234,f2fdafe1b4214881bff7b4475df3b81b,5800,10.574733014046698,9.183655272658545,13.46180158598782,3,Intel NUC/STK,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8705G,Communication
20201005-200228,c0d11deedcfc42a4aecd221a3ef202cb,1700,25.07634531243769,11.607902922759077,11.504149780361875,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Communication
20201022-200229,04b013a742f141a78842b698fe8ea223,2798,6.169959867181291,7.599317058301197,12.495874132887351,1,Desktop,8,Win10,4,1,Office-Class Graphics Cards,14,i5-7400,Casual User
20200502-200228,06f31bda1c8b482bb9bc2afd17b6c26b,1200,26.992186539843697,9.029539181152654,11.86593945874986,1,Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Content Creator/IT
20200903-200228,04ffbc480b4849d6993d22150d26dfea,7500,10.636338461375999,10.070839931412973,14.165603359754279,3,Notebook,8,Win10,2,5,Low-End Graphics Cards,22,i5-4300M,Web User
20200810-200214,de45b1873e1f48ee93d4668fa1c65d03,1504,37.41310557609121,8.463708242856649,12.124563505581394,1,Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3320M,Web User
20200416-210228,08d81b6f06624e8b85ff49ef865cc0f9,4700,61.7159713452002,9.139732786410896,11.971738324559709,2,2 in 1,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Office/Productivity
20201021-200230,27f0b89c55fe4977a5fb1b3b5fcb4327,2401,6.564482701677071,6.646884560803955,10.454844440883864,1,Desktop,16,Win10,4,6,,22,i7-4770K,Content Creator/IT
20200622-200236,739efe912aa245cdab749d000f65f93c,1800,6.727125904093809,8.568913592521387,11.802761215836524,1,Notebook,8,Win8.1,2,4,Low-End Graphics Cards,14,i7-5500U,Office/Productivity
20200509-200228,4a2acc3c006c4cec942dcd7c145b6aab,1500,22.285129673312607,9.004238305700769,14.139154691732571,1,Desktop,16,Win10,2,5,Office-Class Graphics Cards,22,i3-4030U,Win Store App User
20200229-200517,d6b9295747b746889d6b3f92d547f73e,3401,36.6296073136888,10.001171508161399,13.782700390850916,2,Desktop,16,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100,Office/Productivity
20200420-210234,70165a46e4f64e1db03c9b76a1a6c873,1100,28.674721878597,9.489849445932382,13.228722873232545,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Communication
20200204-200250,fd3b7edb2786491287fc61076a1965bb,4300,14.686628097339199,7.762664135248867,11.02914853792382,2,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User
20200519-200229,b82ccc12cfa74630a5b1a9eada4570ab,2007,76.74631073758759,10.561662743345767,15.666226647127598,1,Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User
20201208-190229,057b0543a74a43a890b75f21118e9e94,2300,92.9687459218726,9.603391779300088,14.426137065378205,1,2 in 1,8,Win10,2,5,Office-Class Graphics Cards,22,i7-4600U,Web User
20201007-200228,084e14fb07334369926bdd078ca2cf5b,1301,29.2108796656012,9.719067377574564,17.049736475467324,1,Desktop,16,Win10,4,4,Low-End Graphics Cards,22,i7-4720HQ,Web User
20201018-200237,06cac54167eb4e0d9e1b9f74b9ee9a0d,9610,17.196643146663803,10.239138153954267,13.302121492246371,4,Desktop,16,Win10,6,0,,14,i5-9400F,Gamer
20200401-210228,fdddb86ae2804eb7a1d6788768ff2ff3,6797,99.41358198166687,11.03926465052218,17.691685984282593,3,Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Casual User
20200910-200229,f3e737d664904e0184887deed8fc0358,5300,30.537659125859605,9.486873550511948,15.65014341692467,2,Notebook,8,Win10,4,4,High-End Graphics Cards,14,i7-5700HQ,Win Store App User
20201225-190233,e8fdaad711434ff18f39a4aa99a118dd,2400,16.788281893754,10.355484057919554,16.90132352493058,1,Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Casual Gamer
20200611-200230,f82e76ab0f664b509ccc039b01fc86df,4499,48.433422115020896,11.774348183530261,11.712370077563701,2,Notebook,8,Win8.1,2,5,Office-Class Graphics Cards,22,i3-4005U,Web User
20200908-200230,9872602928fd45e58af2750f87dbe3a4,3711,6.9755477214929105,8.67312745856924,13.551661203195547,2,Desktop,16,Win10,4,6,Not Suited for Games,32,i7-2600K,Content Creator/IT
20200902-200251,81fd8bd644a04af9b050699525e025a2,4212,28.244033050181798,10.627080423423514,16.97254052561261,2,Notebook,8,Win10,4,6,Low-Midrange Graphics Cards,32,i7-2630QM,Content Creator/IT
20200917-200230,38f5a2e419f2477c84592ca385df5653,1099,33.5274315281606,9.755343205147488,15.388856483662519,1,Desktop,32,Win10,4,6,Low-End Graphics Cards,32,i7-2700K,Web User
20200202-200508,44dcdc4adb004d80a3f440291c50b55a,2000,83.51299335477891,11.186127544281275,15.64754759288567,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Casual User
20201006-200229,18b1fc4daf5b4b4e9db0b190a564cdd3,4996,61.6398423885902,9.299422529232459,15.265434168291032,2,Notebook,12,Win10,2,1,Low-Midrange Graphics Cards,14,i3-8130U,Entertainment
20200210-200229,0599ba534c434812b8c23af99793d532,1800,21.1438263218181,8.33035867249983,13.279269258309215,1,Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Gamer
20200219-200439,9629c32db91449ad9d598df4ebe48f80,4400,30.157116051760998,9.400939440392639,16.01604009001018,2,Notebook,8,Win8.1,2,6,Low-End Graphics Cards,22,i7-3667U,Web User
20201029-200228,beee49ef113a4381b4c8dd5659fdb0b3,3400,56.8001816501001,8.626783332181907,14.685841619312287,2,Desktop,8,Win10,2,6,Mid-Range Graphics Cards,22,i3-3225,Web User
20200617-200228,99c63c4ba0fd47d095695bed6931c04a,1394,49.23752667081821,8.73662860823422,13.724181932882585,1,Desktop,8,Win10,4,5,Low-Midrange Graphics Cards,22,J1900,Entertainment
20200622-200236,86c25b217f0c43bf987cce45875607af,5588,19.5384497821443,9.22024909396211,12.504978260399197,3,Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Gamer
20200525-200228,c937fd2edc324b069e2469d46091787a,1101,69.8449586140588,10.824598553891272,15.736288286879708,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Gamer
20201027-200230,ee5eb95833cc491693eb4843623de510,1099,8.283311791150942,9.25913918363734,15.52916488771704,1,Notebook,8,Win10,2,2,Mid-Range Graphics Cards,14,i7-7500U,Gamer
20200920-200235,05b07ef0d06541a9aa6a6e9f98cb5424,1201,11.785877227455199,9.009678470120523,11.919215055680723,1,Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Content Creator/IT
20200618-200229,e05a34ca609c4668bb776d20193db86c,1399,46.9944004537251,10.17380856075255,12.97497970782476,1,Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-6700K,Web User
20201018-200237,8cd39c998e1641cb878a2fe0d76afceb,7600,80.03976899138229,11.855893762727735,18.21076510511471,3,Desktop,32,Win10,4,3,,14,i7-6700K,Casual User
20200701-200227,047d4c2c22c6482d9d0ee357f59163e6,2599,26.834266616388398,7.567585056798225,14.551882233151321,1,Notebook,4,Win10,2,0,Low-End Graphics Cards,14,4417U,Web User
20200227-200230,05eb88d0e3ec4575baf8d6bc74046757,1199,40.752118815475,10.829399501159486,17.13566264820583,1,Notebook,16,Win10,6,1,Mid-Range Graphics Cards,14,i7-8750H,Casual Gamer
20200913-200233,04caf8e241134795a1d0e40781d01a98,3678,78.75720533112329,11.010904594547267,18.756052886553103,2,Notebook,8,Win10,4,0,,14,i5-9300H,Casual Gamer
20200719-200240,57d04c1a36ca4c5a98e138ef329e3d83,1689,65.6312086789123,8.834407394155638,13.31790502518826,1,2 in 1,8,Win10,2,6,Office-Class Graphics Cards,22,i7-4500U,Office/Productivity
20200403-210220,ff244c95febe4b48a66bbb752a3d41c8,1100,20.09394395197449,9.154783757029023,11.011250680581975,1,Notebook,8,Win10,2,4,Low-End Graphics Cards,14,i7-5600U,Communication
20200418-210229,1a1cfabf0db74ff184f2ef4fe8d28d80,2400,55.8575385564532,10.38530904444833,14.488413830598354,1,Desktop,8,Win10,4,0,,14,i3-9100F,Gamer
20200311-210227,37e5fe08b8624da5827dc6383e474b2b,1700,25.0051836417067,9.670063729310002,15.862290273098774,1,Notebook,20,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Communication
20200423-210636,d0b85c6ee12049c99c79286c2304700e,5397,11.524211155350699,9.661838315242434,14.67144240089834,2,Desktop,16,Win7,4,3,Low-Midrange Graphics Cards,14,i7-6700,Unknown
20200203-200542,c480af216e7240d7908d46bfc7f155cf,1100,59.6064866716673,9.680214544237499,14.727065440540754,1,Notebook,16,Win10,6,-1,Office-Class Graphics Cards,-1,Unknown,Communication
20200313-210230,03bfe708542e410e92ac8693f13a8bca,1391,7.27544909341407,8.208549639678285,13.530964661533629,1,Desktop,8,Win10,2,3,Low-Midrange Graphics Cards,14,i3-6100,Office/Productivity
20200331-210228,05dff00bb14d4f73b9d26f7d9cc1638c,2400,28.234852166588503,10.928132029993446,12.49262942223495,1,Notebook,16,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Gamer
20200302-200304,06db9ecda3604c1a81d2d2959ff74a93,1500,16.0120276350233,7.935715520980501,12.52251536771102,1,Desktop,8,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Content Creator/IT
20201023-200231,0121379f76714a03823c02777d689676,3709,28.379537625335196,9.187013136601824,15.283952078517803,2,Intel NUC/STK,8,Win10,2,1,,14,i3-8109U,Office/Productivity
20200222-200228,f1a6866d30bc4c0db2eec62f6e4db09c,5996,7.5355078623161695,9.303030602494687,13.403397964010512,3,Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4770S,Web User
20201214-190233,059f780d1de946e8a6e2874170de1cc2,1900,12.804406505011801,11.025843551633038,13.100158851420485,1,Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8665U,Communication
20200722-200233,ee5e3aef4e5443ab923bbb5f97e41058,6899,73.63410540151742,11.60840928165177,18.807394850534116,3,Notebook,8,Win10,4,1,Mid-Range Graphics Cards,14,i5-8300H,Web User
20200820-200229,fd97e554b02149f2a94d6745634ac3aa,1099,17.3339193496891,9.876860433826575,12.464095788192713,1,Intel NUC/STK,8,Win10,2,2,,14,i5-7300U,Web User
20200527-200228,054d31d88b8d49f08a7096e1535ea22b,1700,25.093898373467002,11.424412509647533,15.515438489596216,1,Desktop,24,Win10,6,4,High-End Graphics Cards,22,i7-5820K,Win Store App User
20200822-200229,a630d019c3594fbea50379e5f1aa0c43,1502,37.4945870312369,9.14518400664694,13.951927632683422,1,Desktop,16,Win10,4,5,Low-Midrange Graphics Cards,22,i5-4690K,Casual User
20200812-200227,04354921d9214649a4250cec43f939a6,1701,32.7355127698342,9.227715977116947,12.712369425699368,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Web User
20200719-200240,2f2c600980d5476a8424605ed0c56d69,1197,49.780934788601705,10.41241631558285,13.91957422115101,1,Notebook,4,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6300HQ,Office/Productivity
20201029-200228,044c00bb13034963beca10325b68eb2a,1401,13.200249456266999,10.233988047106818,14.920659618735767,1,Desktop,32,Win10,8,0,Not Suited for Games,14,i7-9700,Web User
20201008-200236,4307dc37dab64687a8226cbeff874b84,7800,80.1879548196612,11.150820491766812,15.04973211274713,4,Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,32,i5-450M,Web User
20200707-200228,aab4095f7bd846d98299404d5e410e49,3415,10.5101819005869,8.897748133461638,11.680676977697177,2,Notebook,16,Win10,4,5,Mid-Range Graphics Cards,22,i7-4712HQ,Office/Productivity
20200205-200230,04750c1303164e2ba64a14a9ca58092e,1300,39.3070655575516,10.7587250830594,14.815474374317498,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Office/Productivity
20201002-200231,042845c782374b90a4ba81baa53a110f,2804,52.8885105785846,10.597771360592297,15.688169966295353,1,Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Office/Productivity
20200522-200227,fd32071066b642af8aff52742e72d3a4,2000,16.6333414213734,11.386661254597103,18.609587976783637,1,Desktop,16,Win10,8,1,Low-Midrange Graphics Cards,14,i7-9700K,Entertainment
20200127-200232,fd3b7edb2786491287fc61076a1965bb,2199,17.6166788710754,8.970219012478477,11.849982150834562,1,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User
20200813-200232,18929f294d4d4eac8e341422f9dff24b,1200,53.6640701026867,9.701130003273041,16.463239133956034,1,Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Office/Productivity
20201023-200231,04b3b63386ab4b7eabd821c59bf50d6c,5909,27.332146397136693,9.508702864445922,13.395113982238803,3,Desktop,8,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Content Creator/IT
20200331-210228,16ab07ba8a62418cba8548b0da450fdf,1990,41.6479541839954,10.626581321635125,18.56012914117504,1,Desktop,16,Win10,4,4,Low-End Graphics Cards,22,i5-4460,Web User
20200819-200231,0af8d1d2604d4b1bb3b36887a1f0c20b,3600,10.937991622286198,7.375501753185248,11.162715591340373,2,Desktop,16,Win10,4,6,Low-End Graphics Cards,22,i5-4440,Content Creator/IT
20201113-190230,99f611cbf14143e3b7a20102314373f5,4099,28.3626529501996,11.116908563635636,17.957360883063174,2,Desktop,16,Win10,8,0,,14,i7-9700,Casual User
20200125-200229,fd3b7edb2786491287fc61076a1965bb,1800,14.8820050814082,8.059536755793664,11.453268022677678,1,Notebook,12,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Casual User
20201111-190238,0814089636074d96ab518a4bd9b136ee,2090,18.4530958767778,9.175044584309715,15.045441090305756,1,Notebook,4,Win10,2,1,Low-Midrange Graphics Cards,14,i3-8130U,Office/Productivity
